Age;Age Group;Gender;Time Spent;Platform;Interest;Location;Demograhphics;Profession;Indebt;Is Home Owner;Owns Car;;;
18;18-20;female;6;Instagram;Travel;Australia;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
62;60-70;female;2;Facebook;Travel;United Kingdom;Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
30;30-40;non-binary;8;Facebook;Sports;United Kingdom;Rural;Student;TRUE;FALSE;FALSE;;;
21;20-30;male;4;Instagram;Sports;Australia;Sub_Urban;Student;TRUE;FALSE;TRUE;;;
18;18-20;non-binary;8;YouTube;Lifestyle;United Kingdom;Sub_Urban;Software Engineer;TRUE;TRUE;FALSE;;;
57;50-60;non-binary;7;YouTube;Lifestyle;Australia;Sub_Urban;Software Engineer;FALSE;TRUE;FALSE;;;
49;40-50;male;5;Facebook;Sports;United Kingdom;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
51;50-60;non-binary;8;Facebook;Travel;Australia;Rural;Marketer Manager;FALSE;FALSE;FALSE;;;
45;40-50;male;9;Instagram;Travel;Australia;Urban;Student;TRUE;TRUE;TRUE;;;
48;40-50;non-binary;5;YouTube;Travel;United States;Sub_Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
25;20-30;male;5;Instagram;Sports;Australia;Rural;Marketer Manager;FALSE;TRUE;FALSE;;;
56;50-60;female;2;Facebook;Travel;Australia;Sub_Urban;Student;TRUE;TRUE;TRUE;;;
43;40-50;non-binary;5;YouTube;Lifestyle;United Kingdom;Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
51;50-60;non-binary;3;YouTube;Lifestyle;Australia;Sub_Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
20;20-30;non-binary;7;Facebook;Sports;United States;Rural;Student;TRUE;FALSE;TRUE;;;
29;20-30;non-binary;5;Instagram;Lifestyle;United Kingdom;Urban;Student;TRUE;FALSE;FALSE;;;
18;18-20;female;8;Instagram;Sports;United Kingdom;Rural;Software Engineer;TRUE;TRUE;TRUE;;;
61;60-70;non-binary;1;YouTube;Travel;United States;Urban;Student;FALSE;TRUE;FALSE;;;
22;20-30;female;3;Facebook;Travel;United Kingdom;Urban;Software Engineer;FALSE;TRUE;TRUE;;;
47;40-50;female;3;YouTube;Travel;United Kingdom;Urban;Marketer Manager;FALSE;TRUE;FALSE;;;
47;40-50;female;9;Facebook;Lifestyle;United Kingdom;Sub_Urban;Student;TRUE;FALSE;TRUE;;;
34;30-40;female;5;Instagram;Sports;United Kingdom;Rural;Student;TRUE;FALSE;TRUE;;;
64;60-70;male;9;Facebook;Travel;United States;Rural;Student;TRUE;FALSE;FALSE;;;
40;40-50;male;9;Instagram;Sports;United States;Rural;Marketer Manager;FALSE;TRUE;FALSE;;;
32;30-40;non-binary;1;Facebook;Travel;United Kingdom;Urban;Software Engineer;TRUE;FALSE;TRUE;;;
54;50-60;male;2;YouTube;Lifestyle;United Kingdom;Sub_Urban;Marketer Manager;FALSE;TRUE;FALSE;;;
38;30-40;male;5;Instagram;Lifestyle;United States;Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
31;30-40;non-binary;4;YouTube;Sports;United States;Rural;Student;TRUE;TRUE;FALSE;;;
19;18-20;non-binary;9;YouTube;Lifestyle;United States;Sub_Urban;Software Engineer;TRUE;FALSE;FALSE;;;
28;20-30;non-binary;7;Instagram;Lifestyle;United Kingdom;Sub_Urban;Marketer Manager;FALSE;FALSE;TRUE;;;
56;50-60;male;6;Instagram;Sports;United Kingdom;Sub_Urban;Student;TRUE;TRUE;TRUE;;;
55;50-60;male;7;YouTube;Travel;Australia;Rural;Marketer Manager;FALSE;FALSE;FALSE;;;
51;50-60;non-binary;1;YouTube;Lifestyle;United States;Sub_Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
55;50-60;female;1;YouTube;Sports;United Kingdom;Sub_Urban;Student;TRUE;TRUE;FALSE;;;
51;50-60;non-binary;8;YouTube;Lifestyle;United States;Urban;Student;FALSE;TRUE;FALSE;;;
35;30-40;female;2;Instagram;Lifestyle;United Kingdom;Urban;Software Engineer;TRUE;TRUE;FALSE;;;
47;40-50;female;9;Instagram;Lifestyle;United States;Sub_Urban;Marketer Manager;TRUE;TRUE;TRUE;;;
32;30-40;non-binary;7;YouTube;Lifestyle;United Kingdom;Sub_Urban;Student;TRUE;TRUE;FALSE;;;
44;40-50;non-binary;6;Facebook;Sports;Australia;Urban;Student;TRUE;FALSE;FALSE;;;
51;50-60;non-binary;1;Facebook;Sports;Australia;Urban;Software Engineer;FALSE;TRUE;TRUE;;;
55;50-60;male;1;Instagram;Sports;United States;Urban;Software Engineer;FALSE;FALSE;TRUE;;;
50;50-60;female;2;YouTube;Lifestyle;United Kingdom;Rural;Student;TRUE;FALSE;TRUE;;;
41;40-50;male;6;YouTube;Lifestyle;United Kingdom;Rural;Software Engineer;TRUE;TRUE;FALSE;;;
32;30-40;male;6;Instagram;Lifestyle;United States;Urban;Student;FALSE;FALSE;TRUE;;;
47;40-50;non-binary;2;Facebook;Sports;United Kingdom;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
59;50-60;male;1;Facebook;Lifestyle;United States;Urban;Software Engineer;FALSE;TRUE;TRUE;;;
34;30-40;non-binary;5;Facebook;Travel;United Kingdom;Rural;Marketer Manager;TRUE;FALSE;TRUE;;;
22;20-30;female;5;Instagram;Lifestyle;United States;Sub_Urban;Marketer Manager;FALSE;TRUE;FALSE;;;
46;40-50;non-binary;2;Facebook;Travel;United Kingdom;Rural;Marketer Manager;FALSE;TRUE;FALSE;;;
21;20-30;male;6;Instagram;Lifestyle;United States;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
27;20-30;male;9;Instagram;Sports;United Kingdom;Rural;Marketer Manager;FALSE;FALSE;TRUE;;;
34;30-40;non-binary;2;YouTube;Lifestyle;Australia;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
27;20-30;non-binary;2;Facebook;Travel;United Kingdom;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
34;30-40;male;3;Instagram;Travel;United States;Sub_Urban;Student;FALSE;FALSE;TRUE;;;
37;30-40;female;7;Facebook;Lifestyle;Australia;Sub_Urban;Marketer Manager;FALSE;TRUE;TRUE;;;
41;40-50;female;6;Facebook;Travel;United Kingdom;Rural;Marketer Manager;FALSE;FALSE;TRUE;;;
22;20-30;non-binary;8;YouTube;Travel;Australia;Rural;Software Engineer;FALSE;TRUE;FALSE;;;
51;50-60;female;8;Facebook;Sports;United Kingdom;Sub_Urban;Student;TRUE;FALSE;FALSE;;;
23;20-30;male;6;YouTube;Lifestyle;Australia;Sub_Urban;Marketer Manager;FALSE;FALSE;TRUE;;;
19;18-20;non-binary;3;Instagram;Lifestyle;United States;Rural;Software Engineer;FALSE;FALSE;FALSE;;;
30;30-40;male;3;Facebook;Lifestyle;United Kingdom;Sub_Urban;Student;FALSE;FALSE;TRUE;;;
60;60-70;male;1;Instagram;Travel;United Kingdom;Sub_Urban;Student;FALSE;FALSE;TRUE;;;
60;60-70;female;7;Facebook;Lifestyle;United States;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
28;20-30;non-binary;5;Instagram;Lifestyle;Australia;Urban;Student;FALSE;FALSE;TRUE;;;
64;60-70;non-binary;4;Facebook;Sports;United States;Sub_Urban;Student;FALSE;FALSE;FALSE;;;
40;40-50;female;4;Facebook;Sports;United States;Urban;Student;TRUE;FALSE;TRUE;;;
33;30-40;male;4;Facebook;Sports;Australia;Sub_Urban;Marketer Manager;FALSE;FALSE;TRUE;;;
48;40-50;male;6;Facebook;Travel;United States;Rural;Marketer Manager;FALSE;TRUE;FALSE;;;
28;20-30;male;8;Facebook;Lifestyle;United Kingdom;Urban;Marketer Manager;FALSE;FALSE;TRUE;;;
33;30-40;male;8;Facebook;Sports;United Kingdom;Urban;Marketer Manager;TRUE;TRUE;TRUE;;;
25;20-30;non-binary;5;Facebook;Sports;United Kingdom;Sub_Urban;Software Engineer;TRUE;FALSE;TRUE;;;
21;20-30;non-binary;6;Facebook;Sports;United States;Sub_Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
57;50-60;female;4;Facebook;Lifestyle;United Kingdom;Urban;Student;FALSE;TRUE;TRUE;;;
21;20-30;female;9;Instagram;Lifestyle;United Kingdom;Rural;Marketer Manager;FALSE;TRUE;TRUE;;;
42;40-50;non-binary;8;YouTube;Lifestyle;United Kingdom;Rural;Marketer Manager;FALSE;TRUE;TRUE;;;
20;20-30;non-binary;1;Facebook;Travel;United Kingdom;Sub_Urban;Student;TRUE;TRUE;FALSE;;;
49;40-50;male;2;YouTube;Travel;United Kingdom;Rural;Marketer Manager;FALSE;FALSE;FALSE;;;
20;20-30;male;9;Facebook;Sports;United Kingdom;Rural;Marketer Manager;TRUE;TRUE;FALSE;;;
44;40-50;female;8;Facebook;Lifestyle;United States;Sub_Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
46;40-50;non-binary;3;Instagram;Sports;United Kingdom;Rural;Software Engineer;TRUE;TRUE;FALSE;;;
49;40-50;female;8;Instagram;Lifestyle;United Kingdom;Sub_Urban;Marketer Manager;TRUE;TRUE;TRUE;;;
36;30-40;non-binary;1;YouTube;Lifestyle;Australia;Urban;Student;TRUE;FALSE;FALSE;;;
38;30-40;male;4;Instagram;Lifestyle;United States;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
22;20-30;female;3;Instagram;Travel;United States;Urban;Marketer Manager;FALSE;TRUE;TRUE;;;
35;30-40;female;6;YouTube;Travel;United States;Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
45;40-50;non-binary;7;Instagram;Lifestyle;United States;Rural;Marketer Manager;FALSE;TRUE;TRUE;;;
59;50-60;male;4;Facebook;Sports;United Kingdom;Rural;Student;FALSE;FALSE;FALSE;;;
39;30-40;female;7;YouTube;Lifestyle;United Kingdom;Rural;Student;TRUE;TRUE;TRUE;;;
38;30-40;male;9;YouTube;Lifestyle;Australia;Sub_Urban;Software Engineer;TRUE;TRUE;TRUE;;;
23;20-30;female;2;Facebook;Sports;Australia;Rural;Software Engineer;FALSE;FALSE;FALSE;;;
18;18-20;male;3;Instagram;Lifestyle;United States;Urban;Software Engineer;FALSE;FALSE;FALSE;;;
22;20-30;non-binary;5;YouTube;Sports;Australia;Rural;Student;FALSE;TRUE;TRUE;;;
58;50-60;female;3;YouTube;Travel;Australia;Rural;Software Engineer;FALSE;TRUE;TRUE;;;
29;20-30;female;8;Facebook;Travel;United States;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
43;40-50;male;8;Facebook;Sports;United States;Sub_Urban;Marketer Manager;FALSE;TRUE;TRUE;;;
63;60-70;male;8;Instagram;Travel;Australia;Urban;Student;TRUE;FALSE;TRUE;;;
51;50-60;female;9;YouTube;Travel;United Kingdom;Sub_Urban;Software Engineer;TRUE;TRUE;TRUE;;;
31;30-40;non-binary;4;Instagram;Sports;Australia;Rural;Marketer Manager;FALSE;FALSE;TRUE;;;
43;40-50;male;5;Instagram;Travel;Australia;Sub_Urban;Student;FALSE;FALSE;FALSE;;;
62;60-70;male;5;Facebook;Lifestyle;United Kingdom;Urban;Software Engineer;FALSE;FALSE;TRUE;;;
44;40-50;male;8;YouTube;Lifestyle;United Kingdom;Rural;Marketer Manager;TRUE;TRUE;FALSE;;;
26;20-30;female;7;YouTube;Sports;United States;Urban;Software Engineer;TRUE;TRUE;FALSE;;;
43;40-50;female;9;YouTube;Travel;United States;Sub_Urban;Student;TRUE;TRUE;TRUE;;;
64;60-70;female;8;Facebook;Lifestyle;Australia;Sub_Urban;Software Engineer;TRUE;TRUE;TRUE;;;
39;30-40;female;2;Facebook;Lifestyle;United Kingdom;Urban;Student;FALSE;FALSE;FALSE;;;
64;60-70;non-binary;4;Facebook;Travel;United States;Rural;Software Engineer;TRUE;FALSE;TRUE;;;
47;40-50;non-binary;6;Facebook;Travel;Australia;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
60;60-70;female;2;Facebook;Lifestyle;United Kingdom;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
34;30-40;non-binary;7;YouTube;Lifestyle;Australia;Rural;Student;TRUE;TRUE;FALSE;;;
43;40-50;male;3;Instagram;Sports;United States;Sub_Urban;Student;TRUE;TRUE;FALSE;;;
53;50-60;male;3;YouTube;Sports;United States;Urban;Software Engineer;FALSE;FALSE;TRUE;;;
18;18-20;male;2;Instagram;Lifestyle;United Kingdom;Sub_Urban;Software Engineer;TRUE;TRUE;TRUE;;;
25;20-30;female;8;Facebook;Sports;Australia;Sub_Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
52;50-60;male;6;Instagram;Lifestyle;United Kingdom;Rural;Student;TRUE;FALSE;TRUE;;;
32;30-40;non-binary;1;YouTube;Lifestyle;United States;Urban;Student;TRUE;FALSE;FALSE;;;
64;60-70;female;1;YouTube;Sports;United States;Rural;Software Engineer;FALSE;TRUE;TRUE;;;
39;30-40;non-binary;7;Instagram;Sports;Australia;Sub_Urban;Software Engineer;TRUE;FALSE;FALSE;;;
31;30-40;male;8;Facebook;Travel;Australia;Sub_Urban;Marketer Manager;FALSE;TRUE;TRUE;;;
43;40-50;male;5;Facebook;Travel;Australia;Rural;Marketer Manager;TRUE;FALSE;FALSE;;;
45;40-50;male;5;YouTube;Travel;United Kingdom;Rural;Software Engineer;FALSE;FALSE;TRUE;;;
40;40-50;female;4;Instagram;Lifestyle;Australia;Rural;Student;FALSE;FALSE;TRUE;;;
31;30-40;non-binary;6;Facebook;Sports;Australia;Urban;Marketer Manager;FALSE;TRUE;FALSE;;;
41;40-50;female;6;Facebook;Lifestyle;United States;Sub_Urban;Software Engineer;TRUE;TRUE;TRUE;;;
19;18-20;female;3;YouTube;Sports;United States;Rural;Software Engineer;TRUE;TRUE;TRUE;;;
62;60-70;male;9;Facebook;Lifestyle;Australia;Sub_Urban;Student;TRUE;FALSE;FALSE;;;
43;40-50;female;7;Instagram;Travel;Australia;Urban;Software Engineer;FALSE;FALSE;TRUE;;;
31;30-40;female;1;YouTube;Travel;United States;Urban;Software Engineer;TRUE;FALSE;TRUE;;;
24;20-30;male;7;YouTube;Travel;Australia;Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
20;20-30;female;5;Instagram;Lifestyle;United Kingdom;Urban;Software Engineer;TRUE;TRUE;FALSE;;;
64;60-70;male;5;YouTube;Sports;United Kingdom;Sub_Urban;Software Engineer;TRUE;TRUE;FALSE;;;
40;40-50;male;2;Facebook;Sports;United Kingdom;Urban;Marketer Manager;FALSE;TRUE;FALSE;;;
63;60-70;male;4;Facebook;Travel;Australia;Urban;Student;FALSE;FALSE;FALSE;;;
60;60-70;male;6;Instagram;Travel;United States;Rural;Student;TRUE;FALSE;FALSE;;;
64;60-70;female;7;Facebook;Travel;Australia;Urban;Marketer Manager;TRUE;TRUE;TRUE;;;
62;60-70;male;5;Instagram;Travel;Australia;Rural;Marketer Manager;TRUE;FALSE;TRUE;;;
35;30-40;male;9;Instagram;Sports;United States;Urban;Student;FALSE;TRUE;FALSE;;;
55;50-60;female;3;Facebook;Lifestyle;United States;Urban;Student;TRUE;FALSE;TRUE;;;
52;50-60;female;1;Instagram;Lifestyle;United States;Rural;Student;FALSE;FALSE;TRUE;;;
32;30-40;non-binary;4;Facebook;Lifestyle;United Kingdom;Urban;Student;FALSE;TRUE;TRUE;;;
42;40-50;female;9;YouTube;Lifestyle;Australia;Sub_Urban;Student;TRUE;TRUE;TRUE;;;
54;50-60;female;4;YouTube;Travel;United States;Sub_Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
45;40-50;non-binary;2;Instagram;Travel;Australia;Urban;Software Engineer;TRUE;TRUE;FALSE;;;
27;20-30;female;5;Facebook;Travel;United Kingdom;Sub_Urban;Student;FALSE;TRUE;TRUE;;;
56;50-60;female;3;Facebook;Lifestyle;United Kingdom;Rural;Student;FALSE;FALSE;TRUE;;;
34;30-40;female;9;YouTube;Travel;United States;Urban;Software Engineer;TRUE;FALSE;FALSE;;;
56;50-60;female;4;YouTube;Travel;United States;Urban;Software Engineer;FALSE;FALSE;TRUE;;;
39;30-40;non-binary;6;Facebook;Sports;Australia;Rural;Software Engineer;TRUE;TRUE;TRUE;;;
43;40-50;female;2;Instagram;Sports;United States;Rural;Software Engineer;TRUE;FALSE;TRUE;;;
61;60-70;female;6;YouTube;Travel;Australia;Rural;Software Engineer;FALSE;FALSE;FALSE;;;
42;40-50;non-binary;3;Instagram;Sports;United States;Urban;Software Engineer;FALSE;FALSE;FALSE;;;
34;30-40;male;9;Instagram;Sports;Australia;Rural;Marketer Manager;FALSE;FALSE;TRUE;;;
30;30-40;non-binary;2;YouTube;Travel;Australia;Rural;Software Engineer;FALSE;FALSE;TRUE;;;
37;30-40;male;9;Instagram;Travel;Australia;Sub_Urban;Software Engineer;TRUE;TRUE;TRUE;;;
42;40-50;non-binary;5;Instagram;Travel;Australia;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
21;20-30;non-binary;8;Facebook;Travel;United Kingdom;Urban;Software Engineer;TRUE;FALSE;TRUE;;;
27;20-30;female;2;Instagram;Lifestyle;Australia;Sub_Urban;Student;FALSE;TRUE;TRUE;;;
20;20-30;male;6;Facebook;Lifestyle;United States;Sub_Urban;Student;TRUE;FALSE;FALSE;;;
58;50-60;female;3;YouTube;Travel;United Kingdom;Rural;Software Engineer;FALSE;FALSE;FALSE;;;
62;60-70;male;5;YouTube;Sports;United Kingdom;Rural;Marketer Manager;FALSE;TRUE;TRUE;;;
35;30-40;non-binary;8;Facebook;Travel;Australia;Sub_Urban;Student;FALSE;FALSE;FALSE;;;
64;60-70;non-binary;1;YouTube;Travel;United Kingdom;Sub_Urban;Marketer Manager;TRUE;TRUE;TRUE;;;
53;50-60;male;5;Instagram;Sports;Australia;Sub_Urban;Student;FALSE;FALSE;TRUE;;;
64;60-70;female;3;Instagram;Lifestyle;United States;Urban;Software Engineer;FALSE;TRUE;FALSE;;;
39;30-40;female;4;Instagram;Travel;Australia;Urban;Marketer Manager;FALSE;TRUE;FALSE;;;
51;50-60;female;2;YouTube;Travel;United Kingdom;Urban;Marketer Manager;FALSE;FALSE;TRUE;;;
64;60-70;female;9;Instagram;Lifestyle;United States;Sub_Urban;Marketer Manager;FALSE;TRUE;TRUE;;;
25;20-30;non-binary;3;YouTube;Lifestyle;Australia;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
57;50-60;non-binary;2;Instagram;Sports;United States;Urban;Student;FALSE;FALSE;FALSE;;;
61;60-70;non-binary;9;Facebook;Lifestyle;United States;Urban;Student;FALSE;FALSE;TRUE;;;
36;30-40;non-binary;7;YouTube;Lifestyle;United Kingdom;Sub_Urban;Software Engineer;FALSE;TRUE;TRUE;;;
59;50-60;non-binary;6;YouTube;Lifestyle;United States;Rural;Student;FALSE;FALSE;TRUE;;;
58;50-60;female;1;Instagram;Sports;United Kingdom;Urban;Software Engineer;FALSE;TRUE;FALSE;;;
54;50-60;female;5;YouTube;Lifestyle;United States;Sub_Urban;Marketer Manager;FALSE;TRUE;TRUE;;;
23;20-30;female;3;YouTube;Lifestyle;Australia;Sub_Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
43;40-50;female;1;Facebook;Sports;United States;Rural;Software Engineer;TRUE;FALSE;TRUE;;;
51;50-60;non-binary;4;Facebook;Lifestyle;Australia;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
62;60-70;non-binary;2;Instagram;Lifestyle;Australia;Sub_Urban;Software Engineer;FALSE;FALSE;FALSE;;;
23;20-30;non-binary;2;Facebook;Sports;United States;Urban;Marketer Manager;FALSE;FALSE;FALSE;;;
54;50-60;male;3;Instagram;Travel;Australia;Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
50;50-60;female;8;Instagram;Sports;United States;Rural;Software Engineer;TRUE;TRUE;TRUE;;;
39;30-40;female;8;Instagram;Lifestyle;United States;Rural;Student;TRUE;TRUE;FALSE;;;
38;30-40;non-binary;7;YouTube;Lifestyle;Australia;Sub_Urban;Student;FALSE;TRUE;FALSE;;;
23;20-30;female;6;Facebook;Lifestyle;Australia;Urban;Software Engineer;FALSE;TRUE;FALSE;;;
23;20-30;female;9;Instagram;Sports;United Kingdom;Rural;Software Engineer;FALSE;TRUE;TRUE;;;
21;20-30;non-binary;4;Facebook;Lifestyle;Australia;Rural;Student;FALSE;FALSE;TRUE;;;
47;40-50;male;1;Instagram;Lifestyle;United Kingdom;Rural;Marketer Manager;TRUE;TRUE;TRUE;;;
28;20-30;male;8;Facebook;Sports;Australia;Sub_Urban;Software Engineer;FALSE;FALSE;TRUE;;;
47;40-50;male;7;Facebook;Travel;United States;Urban;Student;TRUE;FALSE;TRUE;;;
48;40-50;non-binary;7;Instagram;Travel;Australia;Rural;Student;TRUE;TRUE;TRUE;;;
41;40-50;female;3;YouTube;Lifestyle;United States;Urban;Marketer Manager;FALSE;FALSE;FALSE;;;
26;20-30;non-binary;4;Facebook;Sports;United States;Rural;Marketer Manager;TRUE;TRUE;FALSE;;;
20;20-30;non-binary;9;YouTube;Lifestyle;United States;Rural;Marketer Manager;TRUE;FALSE;FALSE;;;
48;40-50;female;6;YouTube;Sports;United Kingdom;Urban;Marketer Manager;TRUE;TRUE;TRUE;;;
57;50-60;male;5;Instagram;Sports;Australia;Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
54;50-60;male;3;Instagram;Travel;United States;Urban;Software Engineer;FALSE;TRUE;FALSE;;;
53;50-60;non-binary;9;Instagram;Travel;United States;Sub_Urban;Student;FALSE;TRUE;TRUE;;;
41;40-50;male;5;Facebook;Sports;United Kingdom;Rural;Software Engineer;TRUE;FALSE;FALSE;;;
48;40-50;non-binary;5;Instagram;Lifestyle;Australia;Sub_Urban;Software Engineer;FALSE;FALSE;TRUE;;;
23;20-30;non-binary;4;Instagram;Travel;Australia;Urban;Software Engineer;TRUE;FALSE;FALSE;;;
19;18-20;female;4;Facebook;Lifestyle;United Kingdom;Rural;Software Engineer;FALSE;FALSE;TRUE;;;
37;30-40;female;1;Facebook;Travel;United Kingdom;Sub_Urban;Software Engineer;FALSE;FALSE;TRUE;;;
45;40-50;female;7;Instagram;Travel;Australia;Rural;Marketer Manager;FALSE;TRUE;TRUE;;;
28;20-30;non-binary;9;Instagram;Lifestyle;United Kingdom;Sub_Urban;Marketer Manager;FALSE;TRUE;FALSE;;;
21;20-30;female;3;Instagram;Travel;Australia;Urban;Student;FALSE;TRUE;FALSE;;;
32;30-40;male;2;Instagram;Travel;Australia;Sub_Urban;Software Engineer;TRUE;TRUE;TRUE;;;
23;20-30;male;3;YouTube;Lifestyle;United States;Rural;Student;FALSE;TRUE;TRUE;;;
47;40-50;non-binary;1;YouTube;Travel;United States;Rural;Marketer Manager;TRUE;FALSE;FALSE;;;
55;50-60;non-binary;6;Instagram;Travel;Australia;Rural;Marketer Manager;TRUE;TRUE;FALSE;;;
19;18-20;female;7;YouTube;Travel;Australia;Rural;Marketer Manager;FALSE;TRUE;TRUE;;;
32;30-40;non-binary;2;Facebook;Lifestyle;Australia;Urban;Software Engineer;TRUE;FALSE;FALSE;;;
28;20-30;non-binary;8;YouTube;Sports;Australia;Sub_Urban;Software Engineer;FALSE;FALSE;FALSE;;;
25;20-30;male;6;YouTube;Lifestyle;Australia;Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
43;40-50;male;4;Instagram;Sports;Australia;Urban;Student;TRUE;TRUE;TRUE;;;
62;60-70;female;5;YouTube;Travel;United Kingdom;Urban;Student;FALSE;FALSE;TRUE;;;
61;60-70;non-binary;8;YouTube;Sports;Australia;Rural;Marketer Manager;FALSE;TRUE;FALSE;;;
22;20-30;non-binary;3;YouTube;Lifestyle;United Kingdom;Rural;Student;FALSE;TRUE;TRUE;;;
23;20-30;male;3;YouTube;Lifestyle;United Kingdom;Rural;Marketer Manager;FALSE;TRUE;FALSE;;;
43;40-50;non-binary;4;Facebook;Travel;Australia;Sub_Urban;Student;TRUE;FALSE;FALSE;;;
21;20-30;male;1;Instagram;Sports;Australia;Rural;Marketer Manager;FALSE;TRUE;TRUE;;;
36;30-40;female;9;Instagram;Travel;United Kingdom;Sub_Urban;Student;TRUE;TRUE;TRUE;;;
37;30-40;male;8;Facebook;Travel;United Kingdom;Rural;Software Engineer;TRUE;FALSE;TRUE;;;
50;50-60;non-binary;8;YouTube;Lifestyle;Australia;Rural;Marketer Manager;TRUE;FALSE;FALSE;;;
37;30-40;female;6;Facebook;Sports;Australia;Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
29;20-30;male;7;YouTube;Sports;United Kingdom;Urban;Student;TRUE;TRUE;TRUE;;;
64;60-70;male;6;Facebook;Sports;United Kingdom;Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
18;18-20;female;9;Instagram;Sports;United Kingdom;Sub_Urban;Marketer Manager;FALSE;TRUE;TRUE;;;
43;40-50;female;3;Instagram;Travel;United States;Sub_Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
31;30-40;male;3;Instagram;Travel;United Kingdom;Rural;Software Engineer;TRUE;TRUE;FALSE;;;
55;50-60;non-binary;3;YouTube;Lifestyle;United States;Sub_Urban;Software Engineer;TRUE;FALSE;FALSE;;;
54;50-60;male;3;YouTube;Travel;Australia;Rural;Student;FALSE;TRUE;TRUE;;;
28;20-30;female;9;Facebook;Travel;Australia;Sub_Urban;Software Engineer;FALSE;TRUE;TRUE;;;
53;50-60;male;4;Facebook;Lifestyle;United Kingdom;Sub_Urban;Student;TRUE;FALSE;FALSE;;;
30;30-40;female;7;Instagram;Lifestyle;Australia;Sub_Urban;Software Engineer;FALSE;FALSE;TRUE;;;
60;60-70;female;9;YouTube;Lifestyle;Australia;Urban;Student;TRUE;TRUE;TRUE;;;
20;20-30;non-binary;7;Facebook;Travel;Australia;Sub_Urban;Software Engineer;FALSE;FALSE;TRUE;;;
50;50-60;female;9;YouTube;Travel;Australia;Urban;Software Engineer;TRUE;TRUE;TRUE;;;
23;20-30;female;3;YouTube;Lifestyle;United States;Urban;Student;FALSE;FALSE;FALSE;;;
27;20-30;non-binary;4;Instagram;Lifestyle;United States;Sub_Urban;Marketer Manager;FALSE;FALSE;TRUE;;;
22;20-30;female;8;Instagram;Lifestyle;United Kingdom;Rural;Marketer Manager;FALSE;TRUE;FALSE;;;
40;40-50;non-binary;6;YouTube;Travel;United Kingdom;Rural;Software Engineer;TRUE;FALSE;FALSE;;;
27;20-30;non-binary;5;YouTube;Travel;United Kingdom;Rural;Student;TRUE;FALSE;TRUE;;;
61;60-70;female;4;YouTube;Sports;Australia;Sub_Urban;Marketer Manager;TRUE;TRUE;FALSE;;;
19;18-20;female;8;YouTube;Travel;Australia;Rural;Student;FALSE;TRUE;FALSE;;;
54;50-60;female;8;Instagram;Lifestyle;United Kingdom;Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
27;20-30;male;4;YouTube;Lifestyle;Australia;Urban;Student;TRUE;FALSE;FALSE;;;
27;20-30;female;2;Instagram;Travel;United States;Rural;Student;FALSE;TRUE;FALSE;;;
36;30-40;female;9;Instagram;Travel;United States;Urban;Student;FALSE;TRUE;FALSE;;;
34;30-40;male;5;Facebook;Sports;Australia;Urban;Marketer Manager;FALSE;FALSE;FALSE;;;
38;30-40;female;4;YouTube;Sports;United States;Urban;Student;TRUE;FALSE;FALSE;;;
31;30-40;female;2;YouTube;Sports;Australia;Urban;Marketer Manager;FALSE;FALSE;FALSE;;;
26;20-30;non-binary;1;Instagram;Sports;United States;Sub_Urban;Marketer Manager;TRUE;FALSE;TRUE;;;
63;60-70;female;7;Instagram;Lifestyle;United Kingdom;Urban;Marketer Manager;TRUE;FALSE;FALSE;;;
